sentenceID,codeID
_2BgxMFkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ConversionUpdateMessage.java
_9wZIcFkHEeyewPSmlgszyA,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserLockedEvent.java
_nwrCMFwPEeyiuNx_RO7j-Q,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/DelayedCommand.java
_s0aIcFkHEeyewPSmlgszyA,bbb-webrtc-sfu.placeholder.sh
_9wZIcFkHEeyewPSmlgszyA,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/debug/ExecutionHandler.java
_2BgxMFkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionProgress.java
_2BgxMFkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/presentation/SupportedDocumentFilter.java
_nwrCMFwPEeyiuNx_RO7j-Q,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/ConferenceServerListener.java
_XuNf4FkJEeyewPSmlgszyA,akka-bbb-apps/src/debian/DEBIAN/postrm
_2BgxMFkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Pdf2PngPageConverterHandler.java
_nwrCMFwPEeyiuNx_RO7j-Q,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/MuteUserCommand.java
_4yx-8FkHEeyewPSmlgszyA,build/packages-template/bbb-web/setenv.sh
_s0aIcFkHEeyewPSmlgszyA,build/packages-template/bbb-webrtc-sfu/build.sh
_9wZIcFkHEeyewPSmlgszyA,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConferenceEvent.java
_2BgxMFkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PdfConversionInvalid.java
_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java
_XuNf4FkJEeyewPSmlgszyA,build/packages-template/bbb-apps-akka/build.sh
_0e5u8FkHEeyewPSmlgszyA,bbb-graphql-middleware/demo/client/stress-test.sh
_2BgxMFkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/ImageResizerHandler.java
_kvWs4FkHEeyewPSmlgszyA,bbb-recording-imex/src/test/java/org/bigbluebutton/RecordingImportHandlerTest.java
_6sergFkHEeyewPSmlgszyA,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageToSend.java
_9wZIcFkHEeyewPSmlgszyA,akka-bbb-fsesl/src/debian/DEBIAN/postrm
_nwrCMFwPEeyiuNx_RO7j-Q,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConfMember.java
_nwrCMFwPEeyiuNx_RO7j-Q,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/ConferenceMember.java
_2BgxMFkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PresentationUrlDownloadService.java
_nwrCMFwPEeyiuNx_RO7j-Q,build/packages-template/bbb-freeswitch-core/build.sh
_nwrCMFwPEeyiuNx_RO7j-Q,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundPipelineFactory.java
_4yx-8FkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/web/services/UserCleanupTimerTask.java
_9wZIcFkHEeyewPSmlgszyA,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceCallStateEvent.java
_9wZIcFkHEeyewPSmlgszyA,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/GetUsersCommand.java
_2BgxMFkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocInvalidMimeType.java
_2BgxMFkHEeyewPSmlgszyA,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/IPresentationCompletionMessage.java
