sentenceID,codeID
_j5vZQLhEEeSNPorBlo7x9g,mediastore.ejb.cache/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/cache/IdAndBitrate.java
_4QwQwHDqEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadMediaAccessRemote.java
_4QwQwHDqEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadReEncoderLocal.java
_psfEIHDsEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceLocal.java
_4QwQwHDqEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadCacheLocal.java
_4QwQwHDqEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadTagWatermarkingLocal.java
_68uVELg2EeSNPorBlo7x9g,mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/DbManager.java
_5LN7MLg2EeSNPorBlo7x9g,mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/DbManager.java
_4QwQwHDqEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadAudioWatermarking.java
_4QwQwHDqEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadTagWatermarking.java
_4QwQwHDqEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadMediaAccessLocal.java
_psfEIHDsEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenance.java
_s3KlgHDuEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingLocal.java
_jAJnML0YEeSAHuL4ItXOLQ,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagement.java
_Nv-1oHDvEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementLocal.java
_4QwQwHDqEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadAudioWatermarkingRemote.java
_4TPZgHDpEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserDBAdapter.java
_ahv3gL0YEeSAHuL4ItXOLQ,mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/SecurityUtil.java
_psfEIHDsEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessLocal.java
_5LN7MLg2EeSNPorBlo7x9g,mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/DbManager.java
_tBjC0HDpEeSqnN80MQ2uGw,mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java
_S-lawHDqEeSqnN80MQ2uGw,mediastore.ejb.audiowatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/audiowatermarking/WavFileException.java
_4QwQwHDqEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadTagWatermarkingRemote.java
_ahv3gL0YEeSAHuL4ItXOLQ,mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/UserManagementImpl.java
_4QwQwHDqEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadAudioWatermarkingLocal.java
_psfEIHDsEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaAccessMaintenanceRemote.java
_p_EeYHDrEeSqnN80MQ2uGw,mediastore.ejb.mediamanagement/src/edu/kit/ipd/sdq/mediastore/ejb/mediamanagement/MediaManagementImpl.java
_5LN7MLg2EeSNPorBlo7x9g,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/DbException.java
_tBjC0HDpEeSqnN80MQ2uGw,mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java
_j5vZQLhEEeSNPorBlo7x9g,mediastore.ejb.cache/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/cache/CacheImpl.java
_4QwQwHDqEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadReEncoderRemote.java
_st2Y0HDrEeSqnN80MQ2uGw,mediastore.ejb.facade/src/edu/kit/ipd/sdq/mediastore/ejb/facade/FacadeImpl.java
_4QwQwHDqEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadCache.java
_Nv-1oHDvEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagement.java
_4QwQwHDqEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownloadMediaAccess.java
_s3KlgHDuEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IPackagingRemote.java
_jAJnML0YEeSAHuL4ItXOLQ,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IUserManagementLocal.java
_4QwQwHDqEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IDownload.java
_S-lawHDqEeSqnN80MQ2uGw,mediastore.ejb.audiowatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/audiowatermarking/AudioWatermarkingImpl.java
_Nv-1oHDvEeSqnN80MQ2uGw,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/interfaces/IMediaManagementRemote.java
_h_QpkLhEEeSNPorBlo7x9g,mediastore.ejb.tagwatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/tagwatermarking/TagWatermarkingImpl.java
_9eK7YHDrEeSqnN80MQ2uGw,mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/Audio.java
