sentenceID,codeID
_9eK7YHDrEeSqnN80MQ2uGw,mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/Audio.java
_5LN7MLg2EeSNPorBlo7x9g,mediastore.basic/src/edu/kit/ipd/sdq/mediastore/basic/exceptions/DbException.java
_ahv3gL0YEeSAHuL4ItXOLQ,mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/SecurityUtil.java
_9eK7YHDrEeSqnN80MQ2uGw,mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/MediaAccessImpl.java
_S-lawHDqEeSqnN80MQ2uGw,mediastore.ejb.audiowatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/audiowatermarking/WavFileException.java
_ahv3gL0YEeSAHuL4ItXOLQ,mediastore.ejb.usermanagement/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/usermanagement/UserManagementImpl.java
_tBjC0HDpEeSqnN80MQ2uGw,mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/UserDBAdapterImpl.java
_j5vZQLhEEeSNPorBlo7x9g,mediastore.ejb.cache/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/cache/CacheImpl.java
_B5geQHDsEeSqnN80MQ2uGw,mediastore.ejb.packaging/src/edu/kit/ipd/sdq/mediastore/ejb/packaging/PackagingImpl.java
_j5vZQLhEEeSNPorBlo7x9g,mediastore.ejb.cache/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/cache/IdAndBitrate.java
_S-lawHDqEeSqnN80MQ2uGw,mediastore.ejb.audiowatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/audiowatermarking/WavFile.java
_j5vZQLhEEeSNPorBlo7x9g,mediastore.ejb.cache/ejbModule/edu/kit/ipd/sdq/mediastore/ejb/cache/CacheSingleton.java
_st2Y0HDrEeSqnN80MQ2uGw,mediastore.ejb.facade/src/edu/kit/ipd/sdq/mediastore/ejb/facade/FacadeImpl.java
_5LN7MLg2EeSNPorBlo7x9g,mediastore.ejb.mediaaccess/src/edu/kit/ipd/sdq/mediastore/ejb/mediaaccess/DbManager.java
_tBjC0HDpEeSqnN80MQ2uGw,mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/User.java
_o10-YHDrEeSqnN80MQ2uGw,mediastore.ejb.reencoder/src/edu/kit/ipd/sdq/mediastore/ejb/reencoder/ReEncoderImpl.java
_5LN7MLg2EeSNPorBlo7x9g,mediastore.ejb.userdbadapter/src/edu/kit/ipd/sdq/mediastore/ejb/userdbadapter/DbManager.java
_S-lawHDqEeSqnN80MQ2uGw,mediastore.ejb.audiowatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/audiowatermarking/AudioWatermarkingImpl.java
_h_QpkLhEEeSNPorBlo7x9g,mediastore.ejb.tagwatermarking/src/edu/kit/ipd/sdq/mediastore/ejb/tagwatermarking/TagWatermarkingImpl.java
_p_EeYHDrEeSqnN80MQ2uGw,mediastore.ejb.mediamanagement/src/edu/kit/ipd/sdq/mediastore/ejb/mediamanagement/MediaManagementImpl.java
