sentenceID,codeID
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/GetFeedbackSessionsAction.java
_zUmhEKESEeu-mYqkDskRow,src/main/java/teammates/common/util/Templates.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/GetNotificationAction.java
_1lMqsKESEeu-mYqkDskRow,src/test/java/teammates/ui/webapi/ResetAccountRequestActionTest.java
_3LCnIKESEeu-mYqkDskRow,src/main/java/teammates/logic/external/MailgunService.java
_zUmhEKESEeu-mYqkDskRow,src/main/java/teammates/common/exception/DeadlineExceededException.java
_EIoe8KETEeu-mYqkDskRow,src/e2e/java/teammates/e2e/pageobjects/CourseJoinConfirmationPage.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/GetNotificationsAction.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/SendJoinReminderEmailAction.java
_EIoe8KETEeu-mYqkDskRow,src/e2e/java/teammates/e2e/cases/FeedbackSubmitPageE2ETest.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/output/FeedbackSessionsData.java
_3LCnIKESEeu-mYqkDskRow,src/main/java/teammates/logic/core/CoursesLogic.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/output/RegkeyValidityData.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/FeedbackSessionResendPublishedEmailWorkerAction.java
_zUmhEKESEeu-mYqkDskRow,src/main/java/teammates/common/util/HttpRequestHelper.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/InvalidOperationException.java
_EIoe8KETEeu-mYqkDskRow,src/e2e/java/teammates/e2e/util/Retryable.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/GetFeedbackQuestionsAction.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/SendEmailWorkerAction.java
_1lMqsKESEeu-mYqkDskRow,src/test/java/teammates/ui/webapi/RestoreFeedbackSessionActionTest.java
_GaP8QKETEeu-mYqkDskRow,src/client/java/teammates/client/scripts/DataMigrationForTextQuestionRecommendedLength.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/SearchAccountRequestsAction.java
_zUmhEKESEeu-mYqkDskRow,src/main/java/teammates/common/util/FieldValidator.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/output/FeedbackQuestionData.java
_EIoe8KETEeu-mYqkDskRow,src/e2e/java/teammates/e2e/cases/BaseFeedbackQuestionE2ETest.java
_GaP8QKETEeu-mYqkDskRow,src/client/java/teammates/client/scripts/statistics/StatisticsPerInstitute.java
_zUmhEKESEeu-mYqkDskRow,src/main/java/teammates/common/datatransfer/InstructorPermissionSet.java
_9JlCIKESEeu-mYqkDskRow,src/main/java/teammates/storage/search/package-info.java
_9JlCIKESEeu-mYqkDskRow,src/test/java/teammates/storage/search/StudentSearchTest.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/output/MessageOutput.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/ActionResult.java
_3LCnIKESEeu-mYqkDskRow,src/test/java/teammates/logic/external/package-info.java
_3LCnIKESEeu-mYqkDskRow,src/main/java/teammates/logic/api/UserProvision.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/request/StudentsEnrollRequest.java
_1lMqsKESEeu-mYqkDskRow,src/test/java/teammates/ui/webapi/UpdateStudentActionTest.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/output/SessionResultsData.java
_GaP8QKETEeu-mYqkDskRow,src/client/java/teammates/client/scripts/PopulateCourseSearchDocuments.java
_zUmhEKESEeu-mYqkDskRow,src/test/java/teammates/common/datatransfer/attributes/package-info.java
_1lMqsKESEeu-mYqkDskRow,src/test/java/teammates/ui/webapi/CreateNotificationActionTest.java
