modelElementID,codeId
7,src/main/java/teammates/ui/webapi/ActionMappingException.java
4,src/main/java/teammates/ui/webapi/DeleteFeedbackResponseCommentAction.java
85,src/main/java/teammates/ui/webapi/GetDeadlineExtensionAction.java
47,src/test/java/teammates/logic/api/EmailGeneratorTest.java
9,src/main/java/teammates/storage/api/DatastoreEmulatorRunner.java
81,src/test/java/teammates/ui/webapi/GetInstructorPrivilegeActionTest.java
1,src/main/java/teammates/ui/webapi/DeleteAccountAction.java
127,src/main/java/teammates/common/datatransfer/logs/SourceLocation.java
23,src/main/java/teammates/ui/webapi/InstructorCourseJoinEmailWorkerAction.java
173,src/test/java/teammates/test/BaseTestCase.java
125,src/test/java/teammates/storage/search/BaseSearchTest.java
7,src/main/java/teammates/logic/core/FeedbackSessionsLogic.java
1,src/main/java/teammates/logic/api/EmailSender.java
130,src/main/java/teammates/storage/search/StudentSearchDocument.java
87,src/main/java/teammates/logic/api/RecaptchaVerifier.java
26,src/main/java/teammates/ui/servlets/HealthCheckServlet.java
174,src/main/java/teammates/common/datatransfer/UserInfo.java
125,src/test/java/teammates/storage/search/AccountRequestSearchTest.java
26,src/main/java/teammates/ui/webapi/UpdateStudentAction.java
4,src/test/java/teammates/ui/webapi/CreateNotificationActionTest.java
29,src/main/java/teammates/ui/webapi/GetAuthInfoAction.java
1,src/main/java/teammates/logic/external/AuthService.java
4,src/main/java/teammates/ui/output/FeedbackResponseCommentData.java
130,src/test/java/teammates/storage/api/FeedbackSessionsDbTest.java
22,src/test/java/teammates/ui/webapi/ResetAccountRequestActionTest.java
20,src/main/java/teammates/common/datatransfer/questions/FeedbackMsqQuestionDetails.java
159,src/main/java/teammates/common/datatransfer/questions/FeedbackNumericalScaleQuestionDetails.java
157,src/main/java/teammates/common/datatransfer/logs/ExceptionLogDetails.java
81,src/main/java/teammates/ui/request/BasicRequest.java
81,src/main/java/teammates/ui/webapi/FeedbackSessionRemindParticularUsersEmailWorkerAction.java
85,src/main/java/teammates/logic/core/FeedbackResponseCommentsLogic.java
88,src/main/java/teammates/logic/core/LogicStarter.java
1,src/test/java/teammates/storage/api/AccountsDbTest.java
77,src/test/java/teammates/logic/core/StudentsLogicTest.java
25,src/test/java/teammates/ui/webapi/DeleteFeedbackQuestionActionTest.java
84,src/test/java/teammates/logic/api/BaseLogicTest.java
1,src/test/java/teammates/ui/webapi/BaseActionTest.java
196,src/client/java/teammates/client/scripts/ListActiveInstructors.java
188,src/e2e/java/teammates/e2e/cases/InstructorCourseEnrollPageE2ETest.java
97,src/main/java/teammates/ui/output/ResponseVisibleSetting.java
130,src/main/java/teammates/storage/api/FeedbackResponsesDb.java
5,src/test/java/teammates/ui/webapi/CreateFeedbackQuestionActionTest.java
158,src/test/java/teammates/common/util/BuildPropertiesTest.java
97,src/test/java/teammates/ui/servlets/WebApiServletTest.java
117,src/main/java/teammates/logic/external/package-info.java
23,src/main/java/teammates/ui/webapi/CreateFeedbackQuestionAction.java
26,src/main/java/teammates/ui/webapi/UpdateInstructorPrivilegeAction.java
29,src/main/java/teammates/ui/output/GeneralLogsData.java
185,src/e2e/java/teammates/e2e/cases/NotificationBannerE2ETest.java
159,src/main/java/teammates/common/exception/InstructorUpdateException.java
186,src/e2e/java/teammates/e2e/cases/InstructorHomePageE2ETest.java
