sentenceID,codeID
_zUmhEKESEeu-mYqkDskRow,src/test/java/teammates/common/datatransfer/questions/FeedbackRankRecipientsQuestionDetailsTest.java
_zUmhEKESEeu-mYqkDskRow,src/main/java/teammates/common/datatransfer/questions/FeedbackResponseDetails.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/output/ReadNotificationsData.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/CreateCourseAction.java
_9JlCIKESEeu-mYqkDskRow,src/main/java/teammates/storage/search/SearchDocument.java
_9JlCIKESEeu-mYqkDskRow,src/test/java/teammates/storage/api/AccountRequestsDbTest.java
_EIoe8KETEeu-mYqkDskRow,src/e2e/java/teammates/e2e/cases/InstructorStudentRecordsPageE2ETest.java
_C6tTQKETEeu-mYqkDskRow,src/e2e/java/teammates/e2e/cases/FeedbackConstSumRecipientQuestionE2ETest.java
_1lMqsKESEeu-mYqkDskRow,src/test/java/teammates/ui/webapi/GetSessionResponseStatsActionTest.java
_ylL2UKESEeu-mYqkDskRow,src/test/java/teammates/common/datatransfer/questions/FeedbackResponseDetailsTest.java
_2dI_UKESEeu-mYqkDskRow,src/test/java/teammates/logic/api/EmailSenderTest.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/GetStudentAction.java
_C6tTQKETEeu-mYqkDskRow,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseStudentDetailsEditPageAxeTest.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/servlets/package-info.java
_GaP8QKETEeu-mYqkDskRow,src/client/java/teammates/client/scripts/DataMigrationForUnencryptedKeyForInstructors.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/GetFeedbackResponsesAction.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/output/SessionVisibleSetting.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/DeleteFeedbackQuestionAction.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/SearchAccountRequestsAction.java
_C6tTQKETEeu-mYqkDskRow,src/e2e/java/teammates/e2e/cases/BaseFeedbackQuestionE2ETest.java
_ylL2UKESEeu-mYqkDskRow,src/main/java/teammates/common/datatransfer/questions/FeedbackConstantSumResponseDetails.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/DeleteInstructorAction.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/output/FeedbackSessionLogData.java
_EIoe8KETEeu-mYqkDskRow,src/e2e/java/teammates/e2e/pageobjects/AppPage.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/servlets/RequestTraceFilter.java
_0kie8KESEeu-mYqkDskRow,src/test/java/teammates/ui/webapi/DeleteFeedbackQuestionActionTest.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/GetAccountRequestAction.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/SendLoginEmailAction.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/constants/ApiConst.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/GetInstructorsAction.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/request/InstructorCreateRequest.java
_ylL2UKESEeu-mYqkDskRow,src/main/java/teammates/common/datatransfer/logs/LogEvent.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/DeleteFeedbackResponseCommentAction.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/SendLoginEmailAction.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/StudentCourseJoinEmailWorkerAction.java
_1lMqsKESEeu-mYqkDskRow,src/main/java/teammates/ui/request/NotificationCreateRequest.java
_zUmhEKESEeu-mYqkDskRow,src/main/java/teammates/common/exception/EmailSendingException.java
_ylL2UKESEeu-mYqkDskRow,src/main/java/teammates/common/exception/package-info.java
_777jQKESEeu-mYqkDskRow,src/test/java/teammates/storage/api/AccountsDbTest.java
_C6tTQKETEeu-mYqkDskRow,src/e2e/java/teammates/e2e/cases/InstructorCoursesPageE2ETest.java
_ylL2UKESEeu-mYqkDskRow,src/test/java/teammates/common/datatransfer/attributes/FeedbackResponseCommentAttributesTest.java
_2dI_UKESEeu-mYqkDskRow,src/test/java/teammates/logic/api/UserProvisionTest.java
_1lMqsKESEeu-mYqkDskRow,src/test/java/teammates/ui/webapi/RegenerateInstructorKeyActionTest.java
_777jQKESEeu-mYqkDskRow,src/main/java/teammates/storage/entity/FeedbackResponse.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/output/NumberOfEntitiesToGiveFeedbackToSetting.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/UpdateFeedbackResponseCommentAction.java
_GaP8QKETEeu-mYqkDskRow,src/client/java/teammates/client/scripts/DataBundleRegenerator.java
_1lMqsKESEeu-mYqkDskRow,src/test/java/teammates/ui/webapi/RestoreCourseActionTest.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/SearchInstructorsAction.java
_Bae2oKETEeu-mYqkDskRow,src/test/java/teammates/test/MockFilterChain.java
_ylL2UKESEeu-mYqkDskRow,src/main/java/teammates/common/datatransfer/questions/FeedbackRubricQuestionDetails.java
_3LCnIKESEeu-mYqkDskRow,src/test/java/teammates/logic/core/FeedbackQuestionsLogicTest.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/CreateFeedbackResponseCommentAction.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/output/NotificationData.java
_FMKYgKETEeu-mYqkDskRow,src/client/java/teammates/client/scripts/statistics/StatisticsPerInstitute.java
_EIoe8KETEeu-mYqkDskRow,src/e2e/java/teammates/e2e/cases/AdminSessionsPageE2ETest.java
_ylL2UKESEeu-mYqkDskRow,src/main/java/teammates/common/datatransfer/questions/FeedbackRankQuestionDetails.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/webapi/GetSessionResponseStatsAction.java
_C6tTQKETEeu-mYqkDskRow,src/e2e/java/teammates/e2e/cases/BaseE2ETestCase.java
_C6tTQKETEeu-mYqkDskRow,src/e2e/java/teammates/e2e/util/Retryable.java
_0kie8KESEeu-mYqkDskRow,src/test/java/teammates/ui/webapi/GetInstructorsActionTest.java
_zUmhEKESEeu-mYqkDskRow,src/main/java/teammates/common/datatransfer/questions/package-info.java
_0kie8KESEeu-mYqkDskRow,src/main/java/teammates/ui/output/InstructorsData.java
