sentenceID,codeID
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ProductServlet.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageProviderStartup.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceOrder.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/DataBaseServlet.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/AbstractPersistenceRepository.java
_YkXeIDVgEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/test/java/tools/descartes/teastore/recommender/algorithm/SlopeOneRecommenderTest.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/StoreImage.java
_bC13QDVWEeqPG_FgW3bi6Q,tools/test_webui.sh
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/AbstractRecommender.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageScaler.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/SetupController.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageDB.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/IKeyProvider.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/AbstractTreeCache.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/CategoryEndpoint.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ErrorServlet.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/StorageMode.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/elhelper/ELHelperUtils.java
_dhM6oDVXEeqPG_FgW3bi6Q,services/tools.descartes.teastore.registry/src/main/java/tools/descartes/teastore/registry/rest/RegistryREST.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/DatabaseGenerationEndpoint.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/test/java/tools/descartes/teastore/persistence/repository/EMFManagerInitializer.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/TimedEntry.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CreatorFactory.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/AbstractCache.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/SimpleEntry.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/IDataCache.java
